2000
Avenira,Kustova,1,170,12/3/1967,Russia,Sankt-Peterburg,Saint Petersburg
Danica,Zhukova,1,170,15/9/1961,Russia,Moskva,Moscow
Yelena,Plaksina,1,166,20/8/1958,Russia,Yaroslavskaya Oblast,Yaroslavl
Katya,Loshchilova,1,184,25/10/2003,Russia,Murmanskaya Oblast,Murmansk
Avreya,Korovina,1,164,19/10/1959,Russia,Novosibirskaya Oblast,Novosibirsk
Jekaterina,Borisyuk,1,161,9/5/1959,Russia,Tatarstan,Kazan
Gennadiya,Kilesso,1,171,3/2/1996,Russia,Chelyabinskaya Oblast,Zlatoust
Avvakum,Vasilyev,0,166,9/1/1957,Russia,Kemerovskaya Oblast,Kemerovo
Avdotya,Udom,1,148,12/2/1979,Russia,Kurganskaya Oblast,Kurgan
Vera,Shcherbakova,1,147,24/9/1952,Russia,Chelyabinskaya Oblast,Zlatoust
Jaroslav,Solodnikov,0,169,25/11/1951,Russia,Moskva,Moscow
Zakhar,Bugakov,0,174,7/5/1957,Russia,Sakhalinskaya Oblast,Yuzhno-Sakhalinsk
Artyom,Khomorkov,0,170,18/4/2003,Russia,Omskaya Oblast,Tara
Prokhor,Zubarev,0,190,15/3/1991,Russia,Kemerovskaya Oblast,Topki
Abnody,Kadnikov,0,167,28/8/1961,Russia,Sverdlovskaya Oblast,Yekaterinburg
Avrely,Nuriyev,0,157,22/11/1974,Russia,Tatarstan,Kazan
Lina,Pestova,1,166,8/9/2005,Russia,Tverskaya Oblast,Torzhok
Gordan,Lyagushov,0,187,9/4/2007,Russia,Sverdlovskaya Oblast,Verkhnyaya Salda
Mstislav,Grinin,0,163,20/9/1983,Russia,Irkutskaya Oblast,Irkutsk
Nadia,Nasonova,1,171,28/12/1961,Russia,Primorskiy Kray,Vladivostok
Avdifaks,Zavrazhny,0,172,16/8/2002,Russia,Murmanskaya Oblast,Murmansk
Avdelay,Pervak,0,183,13/2/2001,Russia,Moskva,Moscow
Abataly,Lazarev,0,160,1/2/1978,Russia,Orenburgskaya Oblast,Orsk
Avenir,Lapayev,0,170,18/2/1950,Russia,Moskva,Moscow
Lana,Tolstoaya,1,173,1/3/2008,Russia,Sankt-Peterburg,Saint Petersburg
Natella,Engelgardt,1,140,2/6/1995,Russia,Samarskaya Oblast,Syzran
Irina,Listratova,1,171,26/6/1976,Russia,Moskva,Moscow
Agav,Bury,0,178,20/11/1974,Russia,Moskva,Moscow
Sviatoslav,Pevtsov,0,178,1/10/1990,Russia,Sankt-Peterburg,Saint Petersburg
Radovan,Belyakov,0,188,16/7/1981,Russia,Moskva,Moscow
Daniil,Slobozhanin,0,169,30/7/1996,Russia,Permskiy Kray,Perm
Vesna,Slepynina,1,152,7/5/1951,Russia,Moskovskaya Oblast,Yegoryevsk
Praskovya,Zolina,1,166,21/11/1955,Russia,Sakha (Yakutiya),Yakutsk
Ilarion,Kulibin,0,184,9/12/2007,Russia,Rostovskaya Oblast,Rostov-na-Donu
Kira,Anokhina,1,158,26/11/1953,Russia,Tomskaya Oblast,Tomsk
Stanislava,Galyorkina,1,145,10/9/1955,Russia,Dagestan,Derbent
Avrely,Yevdokimov,0,160,27/5/1951,Russia,Samarskaya Oblast,Samara
Raisa,Gorbunkova,1,170,13/10/2004,Russia,Permskiy Kray,Perm
Olga,Mosina,1,171,22/3/1976,Russia,Samarskaya Oblast,Otradnyy
Rostislav,Titov,0,183,20/4/1956,Russia,Moskva,Moscow
Ruslana,Averyanova,1,160,25/6/2005,Russia,Novosibirskaya Oblast,Novosibirsk
Osip,Belevich,0,160,28/12/1953,Russia,Kirovskaya Oblast,Kirov
Natella,Novichkova,1,158,10/3/1957,Russia,Kaluzhskaya Oblast,Kaluga
Avelina,Ekel,1,176,2/9/1961,Russia,Penzenskaya Oblast,Penza
Abamon,Orlov,0,185,10/4/2003,Russia,Moskva,Moscow
Elina,Chigrakova,1,166,3/2/1959,Russia,Moskva,Moscow
Anna,Khrushcheva,1,162,24/7/1958,Russia,Kurskaya Oblast,Kursk
Adam,Lilov,0,167,3/12/2000,Russia,Kaliningradskaya Oblast,Kaliningrad
Elena,Babaeva,1,172,1/3/1961,Russia,Permskiy Kray,Berezniki
Nina,Serpionova,1,131,12/7/1957,Russia,Saratovskaya Oblast,Saratov
Arina,Lagoshina,1,148,6/8/2008,Russia,Chelyabinskaya Oblast,Chelyabinsk
Gordan,Skryabin,0,174,10/8/1999,Russia,Vladimirskaya Oblast,Kovrov
Ruslana,Avdonina,1,171,9/5/2006,Russia,Sverdlovskaya Oblast,Nizhniy Tagil
Vesna,Gavrilenkova,1,159,21/10/1951,Russia,Permskiy Kray,Perm
Elmir,Abakumov,0,185,18/12/1952,Russia,Kemerovskaya Oblast,Leninsk-Kuznetskiy
Ruslana,Listratova,1,173,23/3/1980,Russia,Saratovskaya Oblast,Saratov
Praskovya,Koshechkina,1,162,12/9/2001,Russia,Udmurtiya,Izhevsk
Ludmila,Konina,1,159,9/1/1985,Russia,Samarskaya Oblast,Samara
Larissa,Dragunova,1,158,29/2/1971,Russia,Kurganskaya Oblast,Kurgan
Zinovy,Pogrebnov,0,175,10/5/1996,Russia,Moskva,Moscow
Lena,Makarova,1,169,8/1/1969,Russia,Moskva,Moscow
Avvakum,Dostovalov,0,176,14/1/2001,Russia,Yaroslavskaya Oblast,Yaroslavl
Kira,Goremykina,1,152,5/7/1966,Russia,Bashkortostan,Sibay
Osip,Zharykhin,0,183,21/4/1951,Russia,Novosibirskaya Oblast,Karasuk
Agafonik,ZaytsevZaytsev,0,191,2/5/1966,Russia,Moskva,Moscow
Yakov,Samsonov,0,175,20/11/2001,Russia,Komi,Pechora
Avundy,Lagransky,0,169,15/8/1963,Russia,Moskva,Moscow
Karina,Zotova,1,168,27/11/1990,Russia,Primorskiy Kray,Arsenyev
Lyubov,Lachkova,1,157,16/9/1978,Russia,Voronezhskaya Oblast,Voronezh
Avgustina,Maysak,1,177,19/11/2002,Russia,Irkutskaya Oblast,Slyudyanka
Natalya,Talalikhina,1,166,24/1/1966,Russia,Chelyabinskaya Oblast,Chelyabinsk
Grischa,Yozhikov,0,154,9/2/1972,Russia,Udmurtiya,Izhevsk
Kolya,Andronikov,0,210,4/6/1965,Russia,Moskva,Moscow
Avdakt,Boytsov,0,193,13/11/1955,Russia,Permskiy Kray,Chusovoy
Agafiya,Suslyakova,1,164,7/11/1993,Russia,Irkutskaya Oblast,Irkutsk
Stanislav,Anosov,0,177,18/11/1982,Russia,Krasnoyarskiy Kray,Krasnoyarsk
Artyom,Gryaznov,0,171,3/2/2005,Russia,Chelyabinskaya Oblast,Verkhniy Ufaley
Snezhana,Dudina,1,159,4/12/1991,Russia,Orlovskaya Oblast,Orel
Ruslana,Yegorova,1,174,30/11/1969,Russia,Moskva,Moscow
Avdotya,Ignatyeva,1,162,22/1/1991,Russia,Belgorodskaya Oblast,Belgorod
Avrely,Etush,0,166,26/11/1998,Russia,Bashkortostan,Birsk
Budimir,Razuvayev,0,195,10/5/1963,Russia,Kirovskaya Oblast,Kotelnich
Bogdan,Sychkin,0,164,18/1/1971,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,Nakhodka
Fedot,Cherkasov,0,189,6/4/1961,Russia,Orenburgskaya Oblast,Orenburg
Katerina,Siyanova,1,151,21/9/1952,Russia,Sankt-Peterburg,Saint Petersburg
Aurora,Yershova,1,153,18/6/1968,Russia,Ingushetiya,Nazran
Melania,Yermakova,1,162,6/6/1995,Russia,Volgogradskaya Oblast,Volzhskiy
Oksana,Blokhina,1,164,23/6/1997,Russia,Orenburgskaya Oblast,Gay
Stanislav,Solovyov,0,172,20/1/2000,Russia,Volgogradskaya Oblast,Uryupinsk
Avksenty,Golov,0,190,10/7/1964,Russia,Ivanovskaya Oblast,Shuya
Khioniya,Kosyak,1,177,13/3/1968,Russia,Moskva,Moscow
Diana,Korneyeva,1,182,8/5/1995,Russia,Sakha (Yakutiya),Aldan
Avdotya,Korotkova,1,160,18/10/1991,Russia,Moskovskaya Oblast,Yegoryevsk
Avdotya,Aksyonova,1,145,8/11/1960,Russia,Moskva,Moscow
Luca,Chmykhov,0,175,15/12/1978,Russia,Astrakhanskaya Oblast,Astrakhan
Nikolina,Sytnikova,1,169,13/6/1956,Russia,Pskovskaya Oblast,Pskov
Lena,Bukhalo,1,168,7/11/2007,Russia,Yaroslavskaya Oblast,Yaroslavl
Agat,Yenin,0,176,26/1/1979,Russia,Rostovskaya Oblast,Belaya Kalitva
Sonia,Shikhova,1,163,21/9/1955,Russia,Kamchatskiy Kray,Petropavlovsk-Kamchatskiy
Agafa,Zakrevskaya,1,185,27/4/2002,Russia,Stavropolskiy Kray,Kislovodsk
Avelina,Slepynina,1,166,10/7/1999,Russia,Murmanskaya Oblast,Murmansk
Budimir,Shigayev,0,190,11/2/2003,Russia,Astrakhanskaya Oblast,Astrakhan
Milena,Sytnikova,1,169,7/12/1983,Russia,Moskva,Moscow
Stanislava,Panina,1,152,21/11/1964,Russia,Moskva,Moscow
Mila,Balakireva,1,165,17/12/1951,Russia,Bashkortostan,Neftekamsk
Anton,Kartashyov,0,175,19/1/1950,Russia,Orlovskaya Oblast,Livny
Rostislav,Kropanin,0,179,23/9/1952,Russia,Volgogradskaya Oblast,Volgograd
Ilarion,Onipchenko,0,167,23/1/1971,Russia,Moskovskaya Oblast,Serpukhov
Sasha,Chmykhov,0,174,15/5/1994,Russia,Kareliya,Petrozavodsk
Ludmila,Antonova,1,177,1/5/1974,Russia,Moskva,Moscow
Zakhar,Koshechkin,0,174,9/4/1982,Russia,Irkutskaya Oblast,Irkutsk
Galina,Primakova,1,163,27/1/1982,Russia,Moskva,Moscow
Yaroslav,Pashkov,0,158,2/8/1970,Russia,Sankt-Peterburg,Saint Petersburg
Avgust,Kustov,0,171,13/7/1965,Russia,Rostovskaya Oblast,Yegorlykskaya
Lana,Burova,1,166,27/3/1967,Russia,Kurskaya Oblast,Kursk
Tamara,Tychkina,1,168,7/3/1959,Russia,Krasnoyarskiy Kray,Kansk
Avgusta,Mineyeva,1,162,17/9/1968,Russia,Saratovskaya Oblast,Saratov
Agatha,Ogarkova,1,190,13/2/1994,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Anna,Ponomaryova,1,152,17/2/1985,Russia,Moskva,Moscow
Pyotr,Kurtashkin,0,160,6/9/1996,Russia,Orenburgskaya Oblast,Orenburg
Avrey,Konyakov,0,187,3/1/2002,Russia,Ingushetiya,Nazran
Victor,Zuykov,0,167,22/5/1962,Russia,Moskva,Moscow
Grischa,Erdeli,0,193,8/9/1968,Russia,Moskva,Moscow
Afanasy,Izyumov,0,174,20/5/1978,Russia,Kabardino-Balkariya,Nalchik
Grischa,Chupalov,0,192,26/12/1951,Russia,Bryanskaya Oblast,Novozybkov
Katya,Selivanova,1,176,30/8/2004,Russia,Orenburgskaya Oblast,Sol-Iletsk
Zenaida,Kuvayeva,1,161,18/2/1969,Russia,Sankt-Peterburg,Saint Petersburg
Vsevolod,Zyomin,0,186,24/12/1973,Russia,Rostovskaya Oblast,Shakhty
Agapiya,Kirilova,1,155,19/11/1970,Russia,Tambovskaya Oblast,Tambov
Elvira,Boltonogova,1,180,27/3/1998,Russia,Penzenskaya Oblast,Penza
Nina,Chernikova,1,166,26/12/2005,Russia,Omskaya Oblast,Omsk
Melania,Tsitsianova,1,169,30/12/1998,Russia,Tatarstan,Kazan
Avim,Bezborodov,0,189,20/10/1978,Russia,Tverskaya Oblast,Tver
Vsevolod,Udom,0,196,30/5/1989,Russia,Krasnoyarskiy Kray,Krasnoyarsk
Avlida,Sobachkina,1,161,5/4/2002,Russia,Komi,Ukhta
Lana,Kashirina,1,151,21/3/2000,Russia,Lipetskaya Oblast,Lipetsk
Avva,Baryshev,0,155,17/11/2000,Russia,Karachayevo-Cherkesiya,Cherkessk
Agafonika,Osokina,1,170,22/2/1992,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Lada,Kirilova,1,173,15/4/2000,Russia,Amurskaya Oblast,Blagoveshchensk
Tanya,Zhelezkina,1,163,17/3/1952,Russia,Bryanskaya Oblast,Bryansk
Avelina,Vinokurova,1,164,14/1/2001,Russia,Penzenskaya Oblast,Penza
Avenira,Pechkina,1,184,14/2/1951,Russia,Kareliya,Petrozavodsk
Anna,Osinova,1,167,2/11/1989,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Surgut
Milan,Kamenskikh,0,176,30/12/1953,Russia,Ryazanskaya Oblast,Ryazan
Agapiya,Zakharyina,1,152,2/3/1997,Russia,Moskva,Moscow
Agafiya,Kharitonova,1,155,1/4/1976,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Agafopod,Korzhev,0,163,14/7/1987,Russia,Bryanskaya Oblast,Bryansk
Vasilisa,Onegina,1,168,12/9/1973,Russia,Murmanskaya Oblast,Murmansk
Avram,Kapitsa,0,182,17/2/1966,Russia,Moskva,Moscow
Abily,Ulanov,0,165,27/12/1989,Russia,Rostovskaya Oblast,Rostov-na-Donu
Avksily,Korablyov,0,191,5/3/1973,Russia,Sankt-Peterburg,Saint Petersburg
Nonna,Dunayevskaya,1,160,21/11/1954,Russia,Rostovskaya Oblast,Taganrog
Aventina,Budanova,1,153,7/11/1953,Russia,Stavropolskiy Kray,Nevinnomyssk
Dmitry,Nikiforov,0,180,19/1/1993,Russia,Moskovskaya Oblast,Orekhovo-Zuyevo
Yulia,Ruchkina,1,146,6/5/1965,Russia,Moskva,Moscow
Elvira,Chuprina,1,178,11/7/1994,Russia,Moskva,Moscow
Luiza,Zhilova,1,188,25/6/1965,Russia,Kemerovskaya Oblast,Novokuznetsk
Georgy,Kolobkov,0,159,27/12/1981,Russia,Bryanskaya Oblast,Dyatkovo
Oksana,Sultanova,1,168,19/1/1953,Russia,Volgogradskaya Oblast,Volgograd
Arkady,Moiseyev,0,155,29/5/1955,Russia,Moskva,Moscow
Agapion,Teplyashin,0,150,21/8/1999,Russia,Zabaykalskiy Kray,Borzya
Yefim,Kudrin,0,179,18/3/2008,Russia,Novosibirskaya Oblast,Novosibirsk
Vladimir,Levin,0,188,19/8/1997,Russia,Krasnodarskiy Kray,Krasnodar
Anka,Nikulina,1,158,2/8/1991,Russia,Yamalo-Nenetskiy Avtonomnyy Okrug,Noyabrsk
Elvira,Skorobogatova,1,160,3/10/2004,Russia,Irkutskaya Oblast,Angarsk
Avgar,Barkov,0,165,7/3/2004,Russia,Samarskaya Oblast,Samara
Milan,Kolesov,0,176,9/2/1979,Russia,Bashkortostan,Neftekamsk
Vadim,Petukhov,0,186,9/3/1997,Russia,Kemerovskaya Oblast,Kemerovo
Karina,Sukharnikova,1,171,5/12/1955,Russia,Moskva,Moscow
Katya,Mukhortova,1,166,12/10/1955,Russia,Samarskaya Oblast,Chapayevsk
Maria,Polivanova,1,156,13/4/1987,Russia,Kaluzhskaya Oblast,Obninsk
Agafiya,Mikhaylova,1,150,24/7/1970,Russia,Moskva,Moscow
Sophia,Afanasyeva,1,163,22/7/1994,Russia,Arkhangelskaya Oblast,Arkhangelsk
Masha,Stepanova,1,172,28/2/2003,Russia,Moskovskaya Oblast,Serpukhov
Stefania,Chilayeva,1,176,23/7/2007,Russia,Sverdlovskaya Oblast,Yekaterinburg
Ruslana,Ankudinova,1,157,2/2/2001,Russia,Bashkortostan,Ufa
Agafon,Rzhevsky,0,173,28/10/1981,Russia,Yaroslavskaya Oblast,Yaroslavl
Yefim,Burmakin,0,177,16/4/1951,Russia,Permskiy Kray,Novaya Gubakha
Yelena,Khvostovskaya,1,175,1/7/1968,Russia,Saratovskaya Oblast,Saratov
Elena,Antipina,1,168,19/10/1988,Russia,Moskva,Moscow
Viktor,Roborovsky,0,165,18/1/1955,Russia,Omskaya Oblast,Omsk
Mstislav,Zonov,0,177,15/10/1967,Russia,Ulyanovskaya Oblast,Dimitrovgrad
Marina,Korchagina,1,172,30/1/1963,Russia,Kirovskaya Oblast,Kirov
Samara,Pevtsova,1,154,11/12/1984,Russia,Sankt-Peterburg,Saint Petersburg
Lena,Lyutenkova,1,157,19/10/1963,Russia,Bashkortostan,Oktyabrskiy
Luiza,Novokshonova,1,160,27/1/1960,Russia,Dagestan,Makhachkala
Vladislav,Kollerov,0,175,15/10/1969,Russia,Kemerovskaya Oblast,Novokuznetsk
Danica,Levkina,1,166,7/6/1981,Russia,Vologodskaya Oblast,Vologda
Svetlana,Petukhova,1,155,1/11/1981,Russia,Penzenskaya Oblast,Penza
Margarita,Rodina,1,154,21/11/1989,Russia,Rostovskaya Oblast,Taganrog
Avenira,Chebotaryova,1,160,20/6/1952,Russia,Ryazanskaya Oblast,Ryazan
Avgusta,Shvedova,1,170,21/5/1952,Russia,Moskva,Moscow
Ignat,Fedoseyev,0,169,25/10/1979,Russia,Moskovskaya Oblast,Sergiyev Posad
Artemy,Talalikhin,0,173,6/11/1955,Russia,Bashkortostan,Neftekamsk
Avksivy,Leshev,0,179,18/1/1964,Russia,Moskva,Moscow
Katerina,Lvova,1,153,11/11/1996,Russia,Sverdlovskaya Oblast,Yekaterinburg
Jaroslav,Budylin,0,180,13/12/1964,Russia,Chuvashiya,Cheboksary
Elina,Dryagina,1,171,20/8/1966,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Abo,Kuzkin,0,162,13/5/1950,Russia,North Ossetia,Vladikavkaz
Raisa,Koneva,1,155,18/10/1961,Russia,Ivanovskaya Oblast,Afanasovo
Yulia,Pastukh,1,134,15/9/1964,Russia,Sankt-Peterburg,Saint Petersburg
Antonina,Vorobyova,1,162,10/10/1954,Russia,Kaluzhskaya Oblast,Kirov
Ilarion,Noskov,0,177,27/2/1996,Russia,Amurskaya Oblast,Blagoveshchensk
Inna,Aksenchuk,1,166,24/11/1972,Russia,Kemerovskaya Oblast,Novokuznetsk
Antonina,Oshchova,1,165,23/6/1961,Russia,Chelyabinskaya Oblast,Chelyabinsk
Valery,Berezin,0,177,1/1/1992,Russia,Moskva,Moscow
Yegor,Pushkin,0,160,16/8/1975,Russia,Dagestan,Derbent
Valentina,Platonova,1,159,14/8/1969,Russia,Stavropolskiy Kray,Stavropol
Prokopy,Vasilevsky,0,187,10/7/1984,Russia,Voronezhskaya Oblast,Voronezh
Avgustin,Agafonov,0,188,4/4/2006,Russia,Altayskiy Kray,Barnaul
Vasilisa,Shmagina,1,178,8/1/2004,Russia,Moskva,Moscow
Arkadiy,Ivankov,0,179,28/3/1975,Russia,Moskva,Moscow
Lina,Maklakova,1,174,17/5/1966,Russia,Samarskaya Oblast,Samara
Abram,Emsky,0,165,20/2/1950,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Nyagan
Maria,Alenina,1,175,12/5/2008,Russia,Kurganskaya Oblast,Kurgan
Boris,Zarubin,0,161,16/8/1963,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Nyagan
Yekaterina,Kutikova,1,174,24/10/1980,Russia,Sankt-Peterburg,Saint Petersburg
Melania,Noskova,1,175,5/9/1951,Russia,Tambovskaya Oblast,Tambov
Lada,Zefirova,1,164,1/8/1984,Russia,Rostovskaya Oblast,Rostov-na-Donu
Galina,Krivkova,1,160,12/3/1997,Russia,Krasnodarskiy Kray,Labinsk
Lukyan,Boreyev,0,183,8/4/1951,Russia,Zabaykalskiy Kray,Chita
Arkadiy,Revyakin,0,198,28/6/1998,Russia,Primorskiy Kray,Ussuriysk
Gennady,Chekhov,0,180,12/3/1957,Russia,Primorskiy Kray,Partizansk
Aventin,Zhuravlyov,0,180,17/8/1970,Russia,Sverdlovskaya Oblast,Yekaterinburg
Abel,Kolomnikov,0,194,23/10/1976,Russia,Bryanskaya Oblast,Novozybkov
Matvei,Kovrov,0,156,13/6/1971,Russia,Stavropolskiy Kray,Nevinnomyssk
Gordan,Pogodin,0,179,22/8/1977,Russia,Chelyabinskaya Oblast,Chelyabinsk
Lena,Prikhodko,1,168,19/9/1965,Russia,Tulskaya Oblast,Yefremov
Antoniya,Blazhenova,1,167,8/10/2006,Russia,Sankt-Peterburg,Saint Petersburg
Galina,Komolova,1,171,2/5/1997,Russia,Zabaykalskiy Kray,Aginskoye
Avip,Anokhin,0,200,10/5/1992,Russia,Stavropolskiy Kray,Pyatigorsk
Yury,Zarubin,0,173,16/4/1974,Russia,Kaluzhskaya Oblast,Obninsk
Ludmila,Yengalycheva,1,151,4/4/1999,Russia,Moskva,Moscow
Milorad,Nikulin,0,170,12/1/1974,Russia,Penzenskaya Oblast,Penza
Sonia,Gorelova,1,160,20/1/2004,Russia,Ivanovskaya Oblast,Afanasovo
Radovan,Pankiv,0,171,26/6/2002,Russia,Omskaya Oblast,Omsk
Agafiya,Konina,1,167,18/2/1999,Russia,Irkutskaya Oblast,Bratsk
Vesna,Baranovskaya,1,159,9/7/1992,Russia,Moskva,Moscow
Osip,Subbotin,0,181,4/3/1977,Russia,North Ossetia,Vladikavkaz
Mstislav,Pichugin,0,181,15/9/1953,Russia,Moskovskaya Oblast,Solnechnogorsk
Katya,Kalganova,1,164,18/2/1977,Russia,Moskva,Moscow
Vlada,Borovkova,1,163,9/2/1969,Russia,Bryanskaya Oblast,Dyatkovo
Abdaikl,Berezin,0,196,20/12/1966,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Agafangel,Budylin,0,164,30/10/1978,Russia,Khanty-Mansiyskiy Avtonomnyy Okrug-Yugra,Nizhnevartovsk
Kolya,Ivkin,0,194,24/3/2007,Russia,Chuvashiya,Cheboksary
Pavsikakiy,Zimin,0,175,4/3/2005,Russia,Irkutskaya Oblast,Tayshetka
Taras,Parshikov,0,182,29/6/1974,Russia,Saratovskaya Oblast,Saratov
Afanasy,Korenev,0,172,24/12/1986,Russia,Zabaykalskiy Kray,Krasnokamensk
Avudim,Lukyanov,0,178,16/7/1998,Russia,Bashkortostan,Ufa
Avdon,Perov,0,174,8/7/1983,Russia,Mordoviya,Saransk
Avtonoma,Karandashova,1,161,12/11/2000,Russia,Volgogradskaya Oblast,Volzhskiy
Abdaikl,Nasonov,0,187,23/8/1981,Russia,Novosibirskaya Oblast,Novosibirsk
Lina,Shpikalova,1,172,11/7/1996,Russia,Kirovskaya Oblast,Kirs
Galina,Arsenyeva,1,167,3/4/1971,Russia,Komi,Vorkuta
Avgury,Ustimovich,0,170,9/2/1988,Russia,Udmurtiya,Glazov
Nataliya,Beloglazova,1,147,24/3/1956,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Stanislav,Zubarev,0,185,28/11/1961,Russia,Irkutskaya Oblast,Bratsk
Ivan,Babichev,0,188,11/12/1998,Russia,Moskva,Moscow
Masha,Volodina,1,167,10/11/2000,Russia,Khakasiya,Sayanogorsk
Avlida,Rusakova,1,157,20/2/1966,Russia,Bashkortostan,Salavat
Agafodor,Lipov,0,189,13/10/1966,Russia,Omskaya Oblast,Cherlak
Goran,Guryanov,0,171,13/8/2008,Russia,Moskva,Moscow
Sophia,Nevzorova,1,161,9/6/2004,Russia,Moskva,Moscow
Misha,Starodubtsev,0,177,1/9/2000,Russia,Volgogradskaya Oblast,Volgograd
Antonina,Yershova,1,149,13/4/1969,Russia,Zabaykalskiy Kray,Chita
Abdaikl,Burtsov,0,179,18/7/2009,Russia,Chechnya,Groznyy
Roman,Uglichinin,0,197,17/9/1989,Russia,Ulyanovskaya Oblast,Dimitrovgrad
Victor,Lukashenko,0,188,16/4/2008,Russia,Sankt-Peterburg,Saint Petersburg
Avenira,Konina,1,168,5/7/2003,Russia,Vologodskaya Oblast,Vologda
Vsevolod,Sitnikov,0,170,12/5/1994,Russia,Omskaya Oblast,Omsk
Abily,Bezukladnikov,0,177,20/3/2006,Russia,Khabarovskiy Kray,Khabarovsk
Andrey,Lipin,0,168,21/5/1993,Russia,Moskovskaya Oblast,Serpukhov
Avit,Baranov,0,165,13/9/1952,Russia,Samarskaya Oblast,Novokuybyshevsk
Zora,Tkachyova,1,166,8/4/1981,Russia,Krasnodarskiy Kray,Armavir
Jekaterina,Lytkina,1,157,26/1/1962,Russia,Bashkortostan,Neftekamsk
Vladislav,Voronkov,0,156,9/9/1993,Russia,Arkhangelskaya Oblast,Severodvinsk
Jekaterina,Meledina,1,165,15/1/1999,Russia,Yaroslavskaya Oblast,Yaroslavl
Fyodor,Dykhovichny,0,179,19/2/1972,Russia,Moskva,Moscow
Ratimir,Lukyanenko,0,169,10/4/1983,Russia,Krasnodarskiy Kray,Krasnodar
Genrikh,Denisov,0,164,10/11/1998,Russia,Kemerovskaya Oblast,Kemerovo
Kirill,Tsukanov,0,160,25/10/1951,Russia,Moskva,Moscow
Sonia,Shvernik,1,180,2/1/1962,Russia,Moskva,Moscow
Agat,Gorbunkov,0,181,7/8/1963,Russia,Krasnodarskiy Kray,Armavir
Marina,Kurchina,1,148,5/3/1982,Russia,Moskva,Moscow
Fyodor,Kalinin,0,172,11/2/1999,Russia,Sankt-Peterburg,Saint Petersburg
Grischa,Kudryashov,0,186,21/5/2004,Russia,Permskiy Kray,Perm
Avgustina,Dudnik,1,166,27/3/1994,Russia,Kirovskaya Oblast,Kirov
Radomir,Engelgardt,0,164,20/8/1983,Russia,Tyumenskaya Oblast,Tobolsk
Vera,Chilayeva,1,163,1/9/1999,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Zenaida,Yozhina,1,160,2/6/1990,Russia,Leningradskaya Oblast,Svetogorsk
Rachel,Igoshina,1,151,2/12/1969,Russia,Orenburgskaya Oblast,Novotroitsk
Avrely,Veselovsky,0,175,23/3/1951,Russia,Chelyabinskaya Oblast,Miass
Sophia,Rasskazova,1,170,23/7/1985,Russia,Nizhegorodskaya Oblast,Nizhniy Novgorod
Gennadiya,Puzanova,1,163,25/3/1992,Russia,Belgorodskaya Oblast,Belgorod
Nika,Bogomolova,1,168,24/5/1958,Russia,Moskva,Moscow
Agav,Alyokhin,0,153,17/2/1989,Russia,Permskiy Kray,Perm
Avtonoma,Rogachyova,1,172,5/1/2009,Russia,Moskva,Moscow
Yulia,Butusova,1,153,25/5/1993,Russia,Moskva,Moscow
Lyubov,Baranovskaya,1,167,24/2/1973,Russia,Arkhangelskaya Oblast,Severodvinsk
Joseph,Shurygin,0,191,13/6/1974,Russia,Kaliningradskaya Oblast,Kaliningrad
Lyubov,Stepanova,1,163,23/1/1973,Russia,Krasnoyarskiy Kray,Noginsk
Agafa,Alogrina,1,164,30/6/2003,Russia,Rostovskaya Oblast,Rostov-na-Donu
Aviafa,Bukhalo,1,144,18/7/1980,Russia,Sankt-Peterburg,Saint Petersburg
Slava,Titov,0,183,6/4/1998,Russia,Permskiy Kray,Perm
Ekaterina,Bogdanova,1,160,4/6/2001,Russia,Orlovskaya Oblast,Orel
Natella,Savasina,1,160,14/2/1973,Russia,Orenburgskaya Oblast,Orsk
Adam,Syomin,0,181,26/10/1985,Russia,Tambovskaya Oblast,Korshunovka
Anastasia,Zaporozhets,1,173,9/12/1980,Russia,Moskva,Moscow
Ruslan,Garifullin,0,185,23/5/2001,Russia,Volgogradskaya Oblast,Volgograd
Aviv,Puzakov,0,159,12/1/1979,Russia,Moskva,Moscow
Avksenty,Yunkin,0,189,15/11/1963,Russia,Novgorodskaya Oblast,Velikiy Novgorod
Nika,Solomina,1,155,13/9/1973,Russia,Ivanovskaya Oblast,Kineshma
Oleg,Kadurin,0,186,16/10/1954,Russia,Permskiy Kray,Perm
Daria,Perfilyeva,1,164,5/10/1966,Russia,Samarskaya Oblast,Samara
Galina,Filipova,1,162,10/10/2008,Russia,Saratovskaya Oblast,Saratov
Lyubov,Komarova,1,180,14/3/1998,Russia,Sakhalinskaya Oblast,Yuzhno-Sakhalinsk
Zenaida,Unkovskaya,1,169,16/12/1969,Russia,Novosibirskaya Oblast,Novosibirsk
